CompanyName,Website,Industry,Sub-Industry,MarketSegment,AI_Functional_Category,CompanyDescription,LatestFundingDate,LatestFundingAmount,LatestFundingRound,CompanyTotalFunding,CompanyInvestors,CompanyExitDate,CompanyLatestValuation,CompanyFoundedYear,CompanyDataAdded,CompanyStatus,CompanyCompetitors,CompanyMarketCap,LocationContinent,LocationCountry,LocationState,LocationCity,LocationAddress,Notes
PrecisionLife,precisionlife.com,unknown,unknown,unknown,Platforms - target identification,"PrecisionLife is a precision medicine company focused on chronic diseases, operating within the biopharma and healthcare sectors. The company uses AI-led analytics to generate insights into disease biology, which aids in developing therapies and healthcare solutions. PrecisionLife's offerings include patient stratification biomarkers for drug development, clinical trial enrichment, and the creation of predictive diagnostics and clinical decision support tools. It was founded in 2015 and is based in Oxford, England.",1/31/22,0,Series A,0,unknown,unknown,0,2015,12/30/24,Alive / Active,unknown,0,Europe,United Kingdom,England,Oxford,unknown,unknown
Limmi,limmi.io,unknown,unknown,unknown,Platforms - target identification,"Limmi focuses on utilizing artificial intelligence for drug discovery and disease detection in the life sciences sector. The company offers a data and analysis platform that enables users to power their big data and machine learning models, with the aim of transforming drug discovery processes. The company was founded in 2022 and is based in Carlsbad, California.",10/18/23,0,Seed VC,0,unknown,unknown,0,2022,12/30/24,Alive / Active,unknown,0,North America,United States,California,Carlsbad,1401 Forest Avenue,unknown
Tailor Bio,tailor.bio,unknown,unknown,unknown,Platforms - target identification,"Tailor Bio is a biotechnology company that operates within the cancer treatment sector. The company is developing a platform that utilizes chromosomal instability to identify therapeutic targets and assist in patient stratification for cancer treatments. Tailor Bio serves the healthcare industry, with a focus on cancer research and treatment. It was founded in 2019 and is based in Cambridge, England.",7/12/22,0.77,Grant,0.77,unknown,unknown,0,2019,12/30/24,Alive / Active,unknown,0,Europe,United Kingdom,England,Cambridge,unknown,unknown
Lifespin,lifespin.ai,unknown,unknown,unknown,Platforms - target identification,"Lifespin is a deep data company focused on precision medicine within the healthcare and diagnostics sector. The company offers a health testing platform that utilizes NMR technology and AI to analyze metabolic data from patient samples for research purposes. Lifespin's platform is designed to detect deviations in metabolism caused by diseases and is aimed at advancing personalized medicine and supporting drug discovery. It was founded in 2017 and is based in Regensburg, Germany.",4/20/23,0,Incubator/Accelerator,2.82,unknown,unknown,0,2017,12/30/24,Alive / Active,unknown,0,Europe,Germany,unknown,Regensburg,Am Biopark 13,unknown
Bainom,bainom.com,unknown,unknown,unknown,Platforms - target identification,"Bainom focuses on developing an artificial intelligence and machine learning-driven bioinformatics platform for the healthcare and pharmaceutical sectors. The company offers a platform that facilitates the analysis and interpretation of multi-omic data to support precision health, drug discovery, and biomedical research. Bainom's platform serves as a tool for researchers and healthcare professionals to extract clinical features and make actionable inferences from complex biological data. It was founded in 2019 and is based in Chicago, Illinois.",8/2/22,0,Incubator/Accelerator,0,unknown,unknown,0,2019,12/30/24,Alive / Active,"Genomenon, OmicsCraft, Genoox, Paradigm4, Genomatics",0,North America,United States,Illinois,Chicago,111 North Wabash Avenue,unknown
Teal,tealomics.com,unknown,unknown,unknown,Platforms - target identification,"Teal is a biotechnology company focused on proteomic drug discovery in the domain of age-related diseases. The company offers a platform technology that leverages proteomics, genomics, and artificial intelligence to develop biomarkers and therapeutics for precision medicine in aging. Teal primarily serves the healthcare sector with a focus on aging biology and age-related cognitive decline. It was founded in 2021 and is based in Cambridge, Massachusetts.",unknown,0,unknown,0,unknown,unknown,0,2021,12/30/24,Alive / Active,unknown,0,North America,United States,Massachusetts,Cambridge,One Broadway. 14th Floor,unknown
Health Technology Innovations,hti.ai,unknown,unknown,unknown,Platforms - target identification,"Health Technology Innovations specializes in cryo-electron microscopy (cryo-EM) services and software within the biotechnology sector. The company offers structure-based drug discovery services, cryo-EM image processing, and machine learning-enhanced analysis tools to accelerate the development of pharmaceuticals. Health Technology Innovations primarily serves the biotechnology and pharmaceutical industries with its advanced cryo-EM solutions. It was founded in 2017 and is based in Portland, Oregon.",2/1/22,1,Grant - II,1.22,unknown,unknown,0,2017,12/30/24,Alive / Active,unknown,0,North America,United States,Oregon,Portland,4640 South West Macadam Avenue Suite 200D,unknown
Koliber Biosciences,koliberbio.com,unknown,unknown,unknown,Platforms - target identification,"Koliber Biosciences focuses on applying data science, including machine learning and artificial intelligence, to accelerate biological discoveries in the biotechnology and healthcare sectors. The company offers a range of solutions such as statistical analyses, data visualization, and the development of predictive models to transform biological data into actionable insights. Koliber Biosciences also provides specialized platforms and tools for peptide drug discovery, microbiome and probiotics engineering, and advanced statistical methods training and consulting. It was founded in 2014 and is based in San Diego, California.",6/1/20,0.23,Grant - III,0.6,unknown,unknown,0,2014,12/30/24,Alive / Active,unknown,0,North America,United States,California,San Diego,12265 World Trade Drive Suite G,unknown
Case45,unknown,unknown,unknown,unknown,Platforms - target identification,"Case45 is a stealth digital oncology business developing artificial intelligence technology for cancer biomarkers and therapies. The company is based in London, England.",unknown,0,unknown,0,unknown,unknown,0,2022,12/30/24,Alive / Active,unknown,0,Europe,United Kingdom,England,London,"1 Pancras Square, King's Cross",unknown
Acrobat Genomics,acrobatgenomics.com,unknown,unknown,unknown,Platforms - target identification,"Acrobat Genomics is an early-stage biotech startup focused on the development of impactful technologies for curative therapeutics. The company's main offerings include the invention and application of DNA technologies and machine learning for high-throughput biology, with a particular emphasis on single cell genomics and gene editing. Their primary market is the biotechnology industry. It is based in San Francisco, California.",9/14/22,0,Seed,0,unknown,unknown,0,unknown,12/30/24,Alive / Active,unknown,0,North America,United States,California,San Francisco,unknown,unknown
Deep Space Biology,deepspace.bio,unknown,unknown,unknown,Platforms - target identification,"Deep Space Biology focuses on integrating space and terrestrial biological research to advance human health and longevity within the biotechnology sector. The company offers Yotta, an AI-driven platform that processes multi-omic data from various living organisms, significantly reducing research timeframes. Yotta aids researchers by providing predictive insights that help formulate hypotheses and expedite drug discovery processes. It was founded in 2020 and is based in San Francisco, California.",unknown,0,unknown,0,unknown,unknown,0,2020,12/30/24,Alive / Active,"Space Intelligence, Interstellar Lab, Odyssey SpaceWorks, Biorelate, OmicsCraft, Firefly Biotech, SciSwipe",0,North America,United States,California,San Francisco,unknown,unknown
AliveX,alivexbiotech.com,unknown,unknown,unknown,Platforms - target identification,"AliveX specializes in the intersection of life sciences and technology, focusing on drug development within the biotechnology and pharmaceutical sectors. The company offers a platform that integrates multi-omics data, computational biology, and AI to facilitate model-informed drug development (MIDD) for immune-mediated diseases. AliveX collaborates with academic institutions and companies in the biotechnology and pharmaceutical fields. It was founded in 2019 and is based in Zurich, Switzerland.",6/28/21,0,Seed VC,0,unknown,unknown,0,2019,12/30/24,Alive / Active,"Insilico Medicine, Cellarity, Immunai, Insitro, BenevolentAI",0,Europe,Switzerland,unknown,Zurich,Zeunerstrasse 9,unknown
DeepSeq.AI,deepseq.ai,unknown,unknown,unknown,Platforms - target identification,"DeepSeq.AI focuses on the biotechnology sector, specifically in the area of protein screening and drug design. The company offers a range of services that utilize artificial intelligence to transform the protein discovery process, including dynamic screening strategies, sequence alignment, sequence property prediction, and the creation of custom AI models for big data analysis. The primary customers of DeepSeq.AI are likely to be in the healthcare and research sectors. It was founded in 2019 and is based in Fremont, California.",4/4/24,0.2,Seed,0.2,unknown,unknown,0,2019,12/30/24,Alive / Active,unknown,0,North America,United States,California,Fremont,unknown,unknown
Promise Bio,promise.bio,unknown,unknown,unknown,Platforms - target identification,"Promise Bio specializes in precision medicine for autoimmune diseases within the biotechnology sector. The company provides a cloud-based AI platform that performs epi proteomic analyses using standard mass-spectrometry data to offer insights into disease mechanisms and support patient stratification and treatment selection. Promise Bio's services are aimed at the healthcare industry, including drug development, biomarker discovery, and clinical trial enrichment. It was founded in 2023 and is based in Israel, Israel.",12/16/24,0,Grant,8.3,unknown,unknown,0,2023,12/30/24,Alive / Active,unknown,0,Asia,Israel,unknown,Israel,90 Ahad Haam,unknown
